Sr No,Date ddmmyyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investorsxe2x80x99 Name,InvestmentnType,Amount in USD,Remarks
2760,30/06/2015,MyCFO,Wealth Management Platform,nan,Mumbai,Sameer Koticha,Private Equity,"1,500,000",Series A
2762,01/05/2015,Foodpanda,Online Food Delivery,nan,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,"100,000,000",Series D
2763,01/05/2015,Termsheet,Fund Raising Platform,nan,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,"100,000",
2764,04/05/2015,Applicate,Workforce Management Software,nan,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,"550,000",
2765,04/05/2015,World Art Community,Online Art Marketplace,nan,Gurgaon,Viraj Tyagi & others,Seed Funding,"200,000",
2766,04/05/2015,SpoonJoy,Online Food Delivery,nan,Bangalore,SAIF Partners,Seed Funding,"1,000,000",
2767,05/05/2015,Seed Schools,Affordable Education,nan,Hyderabad,Acumen Fund,Seed Funding,"650,000",
2768,05/05/2015,Ignis Careers,Career Development,nan,Hyderabad,Acumen Fund,Seed Funding,"250,000",
2769,05/05/2015,Square Yards,Real Estate Advisory,nan,Gurgaon,Undisclosed Investors,Private Equity,"6,000,000",pre-Series A
2770,05/05/2015,Fintellix,Banking Analytics Platform,nan,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,"15,000,000",Series C
2771,05/05/2015,Customer360,Customer Engagement Platform,nan,Mumbai,Vishwas Patel,Seed Funding,N/A,
2772,06/05/2015,Delhivery,Ecommerce Logistics,nan,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,"85,000,000",Series D
2773,06/05/2015,Swiggy,Online Food Delivery,nan,Bangalore,Norwest Venture Partners,Private Equity,"15,000,000",Series B
2774,07/05/2015,Uniphore,Speech Recognition Solutions,nan,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,N/A,Series A
2775,07/05/2015,Box8,Online Food Delivery,nan,Mumbai,Mayfield Ventures,Private Equity,"3,500,000",Series A
2776,07/05/2015,Toppr,Online Education Platform,nan,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,"10,000,000",Series B
2777,07/05/2015,Vedantu,Online Education Platform,nan,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,"5,000,000",Series A
2778,08/05/2015,BuyHatke,Online Product Comparison,nan,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,"1,000,000",
2779,08/05/2015,KleverKid,Online Education Platform,nan,New Delhi,Aarin Capital Partners,Seed Funding,N/A,
2780,08/05/2015,Uniken,Online Security Platform,nan,Pune,Exfinity Ventures,Private Equity,"2,000,000",Bridge Round Pre-Series B
2781,08/05/2015,GrandOpinion,Online Medical Diagnostic,nan,New Delhi,Florida based Angel investor,Seed Funding,"150,000",
2782,08/05/2015,HealthifyMe,Health & Fitness App,nan,Bangalore,Micromax Informatics,Private Equity,N/A,Strategic Investment
2783,12/05/2015,ZapStitch,Cloud Data Integration Platform,nan,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,"2,000,000",Pre-Series A
2784,12/05/2015,Wassup,Mobile Laundry Cleaning Service,nan,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,"2,000,000",Pre-Series A
2785,12/05.2015,Mobiefit,Mobile Fitness App,nan,Goa,Prototyze,Seed Funding,N/A,
2786,12/05.2015,Plancess,Online Education Platform,nan,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,"2,000,000",
2787,12/05/2015,WorkHorse,Service-On-Demand Mobile App,nan,Mumbai,Undisclosed Investors,Seed Funding,N/A,
2788,13/05/2015,Innovaccer,Intelligent Data Analytics,nan,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,N/A,
2789,13/05/2015,MyCuteOffice,Online Office Rental,nan,Mumbai,Lead Angels,Seed Funding,N/A,
2790,14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,nan,Gurgaon,KJS Group,Private Equity,"5,000,000",Series B
2791,14/05/2015,RedPolka,Online Fashion Aggregator,nan,Mumbai,Undisclosed Investors,Seed Funding,"250,000",
2792,15/05/2015,Venturesity,Online Job skills Showcase,nan,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,"270,000",
2793,18/05/2015,TheBetterIndia.com,Online News Media,nan,Bangalore,Mohandas Pai,Seed Funding,N/A,Pre-Series Bridge
2794,18/05/2015,Awaaz De,Enterprise Communication Platform,nan,Ahmedabad,Samir Shah,Seed Funding,N/A,
2795,19/05/2015,Chaayos,Offline Tea Chain,nan,New Delhi,Tiger Global Management,Private Equity,"1,000,000",Series A
2796,19/05/2015,Akosha,Business Messaging App,nan,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series B
2797,19/05/2015,Cooey,Health Mobile App,nan,Bangalore,Subhash Goyal,Seed Funding,"470,000",
2798,19/05/2015,MeetUniv,Online Ed-Tech Platform,nan,Noida,Peesh Venture Capital,Seed Funding,"1,000,000",
2799,19/05/2015,Inspirock,Online Travel Planning,nan,,MakeMyTrip Innovation Fund,Private Equity,N/A,
2800,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,nan,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,"5,500,000",Series A
2801,19/05/2015,Trucksfirst,Trucking Logistic Operations,nan,Gurgaon,SAIF partners,Private Equity,"10,000,000",Series A
2802,20/05/2015,Lookup,B2C Messaging App,nan,Bangalore,Biz Stone,Private Equity,"3,000,000",Series A
2803,21/05/2015,SunTerrace,Rooftop Solar Plants,nan,New Delhi,Sunergy Investors,Private Equity,N/A,
2804,22/05/2015,\\xc2\\xa0Nudgespot,Customer Engagement Platform,nan,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"625,000",
2805,22/05/2015,CarDekho,Online Car Portal,nan,Jaipur,HDFC Bank,Private Equity,N/A,1% stake
2806,22/05/2015,EveningFlavors,Online Table Reservation,nan,Bangalore,Sandiep Shrivatsava,Seed Funding,"500,000",
2807,25/05/2015,Razorpay,Online Payment Gateway,nan,Bangalore,Punit Soni,Seed Funding,N/A,
2808,25/05/2015,ZenParent,Parents focused Web Content,nan,Bangalore,i2india Ventures,Seed Funding,"500,000",
2809,25/05/2015,Newgen Payments,Payments Solution Provider,nan,New Delhi,Jan Manten,Seed Funding,N/A,
2810,26/05/2015,UrbanPro,On-demand Service marketplace,nan,Bangalore,Nirvana Venture Advisors,Private Equity,"2,000,000",Series A
2811,26/05/2015,Goodbox,On-Demand Business messaging,nan,Bangalore,Manipal Group,Seed Funding,"200,000",
2812,26/05/2015,Renderlogy,Online Home D\\xc3\\xa9cor,nan,Hyderabad,Astarc Ventures,Private Equity,"1,000,000",Series A
2813,27/05/2015,Postman,API Workflow platform,nan,Bangalore,Nexus Venture Partners,Seed Funding,"1,000,000",Series A
2814,27/05/2015,Casa2inns,Affordable Hotel Booking Online,nan,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,"5,000,000",Series A
2815,27/05/2015,FleetRover,Logistics Intelligence,nan,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"180,000",
2816,28/05/2015,TheKarrier,Last Mile Logistics,nan,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"240,000",
2817,28/05/2015,Zoomcar,Self-driven Car rental,nan,Bangalore,Sequoia Capital,Private Equity,"5,000,000",Series B Interim Funding
2818,28/05/2015,Truweight,Weight Management Service,nan,Hyderabad,Kalaari Capital,Private Equity,N/A,Series A
2819,30/05/2015,Ather Energy,Electric Scooter Manufacturer,nan,Bangalore,Tiger Global,Private Equity,"12,000,000",Series A
2822,03/04/2015,Swiggy,Online Food Delivery,nan,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"2,000,000",Series A
2823,04/04/2015,Bluegape,Web Content Publishing,nan,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"200,000",
2824,04/04/2015,KeepTrax,Location Based App,nan,Dallas / Hyderabad,,Seed Funding,"1,000,000",
2825,06/04/2015,InstaLively,Video Streaming,nan,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"120,000",
2826,07/04/2015,Pricejugaad,Price Comparison,nan,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"165,000",
2827,07/04/2015,Quikr,Online Classifieds,nan,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"150,000,000",Series G (Check prev funding details here)
2828,07/04/2015,PressPlay,Travel Entertainment,nan,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"2,200,000",
2829,07/04/2015,LogiNext,Logistics Tech,nan,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,N/A,
2830,08/04/2015,FirstCry.com,eCommerce,nan,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,"10,000,000","Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
2831,08/04/2015,MobiKwik,Digital / Mobile Wallet,nan,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"25,000,000",Series B
2832,08/04/2015,Olacabs,Cab Aggregator,nan,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"400,000,000",Series E (Updated from 315M to 400M after Press Release)
2833,09/04/2015,Gadgetwood,Device Repair Svcs,nan,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,"200,000",
2834,09/04/2015,Bonhomia,Premium Beverages,nan,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"2,000,000",
2835,09/04/2015,Changer Mints,Digital / Mobile Wallet,nan,Kolkata,Hyderabad based investor,Seed Funding,"165,000",
2836,09/04/2015,Urban Ladder,Online Furnishing\\neCommerce,nan,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"50,000,000",Series C
2837,09/04/2015,Purple Squirrel,Ed-Tech,nan,Mumbai,"Matrix Partners India, India Quotient",Private Equity,N/A,Series B
2838,10/04/2015,Whatfix,Interactive\\xc2\\xa0 How-To Guides,nan,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"900,000",
2839,10/04/2015,iMMi Life,Mobile Health Tech,nan,Chennai,Unitus Seed Fund,Seed Funding,N/A,
2840,11/04/2015,Zomato,Restaurant Reviews,nan,Gurgaon,Info Edge (India),Private Equity,"25,000,000",Late Stage
2841,13/04/2015,ZopNow,Online Grocer,nan,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"10,000,000",Series B
2842,13/04/2015,Nayi Disha,Ed-Tech,nan,New Delhi,"Ajay Relan,",Seed Funding,"300,000",
2843,13/04.2015,The Porter,Logistics Tech,nan,Mumbai,Kae Capital,Seed Funding,"500,000",
2844,13/04/2015,Commeasure,Online Hotel Booking,nan,Noida,Jungle Ventures,Seed Funding,"1,000,000",
2845,13/04/2015,Capricoast,Online Kitchen Furniture,nan,Bangalore,Accel Partners India,Seed Funding,"1,250,000",
2846,14/04/2015,LocalOye,Hyper-local Online Services,nan,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"5,000,000",Series A
2847,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,nan,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,"35,000,000",Series B
2848,15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,nan,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,"10,000,000",Series A
2849,15/04/2015,PolicyBazaar,Online Policy Aggregator,nan,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"40,000,000",Series D
2850,16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,nan,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"1,600,000",
2851,16/04/2015,Taskbob,OnDemand\\nMobile Handyman Services,nan,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"1,200,000",
2852,17/04/2015,Robosoft,Mobile App Development,nan,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"12,000,000",Series B
2853,18/04/2015,Doormint,On-Demand Handyman Services,nan,Mumbai,Powai Lake Ventures,Seed Funding,N/A,
2854,20/04/2015,Vyomo,Beauty & Wellness Mobile App,nan,Gurgaon,YouWeCan Ventures,Seed Funding,N/A,
2855,20/04/2015,Pastiwala,Material Collection & Recycling,nan,Vadodara,Agnus Capital,Private Equity,"4,000,000",Series A
2856,20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,nan,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"6,000,000",Series A
2857,20/04/2015,Freshdesk,Online / Mobile Customer Support,nan,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"50,000,000",Series E
2858,20/04/2015,Sulekha.com,Online Classifieds & Listings,nan,Chennai,GIC ventures,Private Equity,"28,000,000",Series C
2859,22/04/2015,FindYahan,Hyperlocal services marketplace,nan,New Delhi,The Phoenix Fund,Private Equity,N/A,Series A
2860,22/04/2015,Eat.Shop.Love,Fashion ECommerce,nan,Bangalore,Undisclosed Investor,Private Equity,"3,500,000",Series A
2861,22/04/2015,Avanti Learning,Private Coaching Centers,nan,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"1,500,000",Series A
2862,23/04/2015,Simplilearn,Online Certification Courses,nan,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"15,000,000",Series C
2863,23/04/2015,Craftstvilla,Ethnic Product eCommerce,nan,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"18,000,000",Series B
2864,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,nan,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"1,800,000",
2865,23/04/2015,happay,usiness expense management,nan,Bangalore,AngelPrime,Seed Funding,"500,000",
2866,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,nan,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"1,000,000",
2867,23/04/2015,EazyDiner,Restaurant reservation app,nan,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,N/A,
2868,23/04/2015,Phone Warrior,Spam Call block App,nan,New Delhi,Lightspeed Ventures,Seed Funding,N/A,Pre-Series A
2869,24/04/2015,Coverfox,Online Insurance Aggregator,nan,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"12,000,000",Series B
2870,27/04/2015,Torqus,Restaurant Management Platform,nan,Pune,S S Mukherji & Others,Seed Funding,"350,000",
2871,27/04/2015,Grab,Food Logistics & Delivery,nan,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"1,000,000",
2872,27/04/2015,LogicRoots,Interactive Educational Games,nan,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,"400,000",
2873,27/04/2015,GIBBS,Clean Tech,nan,New Delhi,Infuse Ventures fund,Private Equity,N/A,Series B
2874,28/04/2015,Babajobs,Grey collar Job Board,nan,Bangalore,SEEK Ltd & affiliates,Private Equity,"10,000,000",Series B
2875,28/04/2015,Urban Ladder,Online Furniture ecommerce,nan,Bangalore,"Anand Rajaraman, Venky Harinarayan",Private Equity,N/A,Series D
2876,28/04/2015,Jay Robotix,Robotic Program learning,nan,Hyderabad,Cross Border Angels & others,Seed Funding,"250,000",
2877,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,nan,Mumbai,Mitsui & Co & existing investors,Private Equity,"21,500,000",Series C
2878,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,nan,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,"1,000,000",
2879,29/04/2015,Icertis,Cloud Enterprise Software,nan,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"6,000,000",Series A
2880,29/04/2015,Tracxn,Startup Analytics platform,nan,Bangalore,SAIF Partners,Private Equity,"3,500,000",Series A
2881,29/04/2015,Dazo,Mobile Food Ordering app,nan,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,N/A,
2882,29/04/2015,Tradelab,Financial Markets Software,nan,Bangalore,Rainmatter,Seed Funding,"400,000",
2883,29/04/2015,PiQube,Hiring Analytics platform,nan,Chennai,The HR Fund,Seed Funding,"500,000",
2884,29/04/2015,Travel Triangle,Online Travel Marketplace,nan,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"8,000,000",Series B
2885,02/03/2015,TrulyMadly.com,nan,nan,nan,"Helion Venture Partners, Kae Capital",Private Equity,"5,500,000",Series A
2886,02/03/2015,InstaLively,nan,nan,nan,Group of Angel Investors,Seed Funding,"120,000",
2887,03/03/2015,Vserv,nan,nan,nan,"Maverick Capital, IDG Ventures India",Private Equity,"15,000,000",
2888,03/03/2015,Intruo.com,nan,nan,nan,"Ashutosh Lawania, Alok Goel & others",Seed Funding,N/A,
2889,05/03/2015,Niffler,nan,nan,nan,SAIF Partners,Seed Funding,"1,000,000",
2890,05/03/2015,CustomFurnish.com,nan,nan,nan,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,"2,500,000",
2891,06/03/2015,MapMyGenome,nan,nan,nan,Rajan Anandan & other angel investors,Private Equity,"1,200,000",
2892,09/03/2015,Crowdfire (formerly Justunfollow),nan,nan,nan,Kalaari Capital,Private Equity,"2,500,000",
2893,09/03/2015,Bite Club,nan,nan,nan,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,"500,000",
2894,10/03/2015,Localbanya,nan,nan,nan,Shrem Strategies,Private Equity,N/A,Series B
2895,11/03/2015,Appedo,nan,nan,nan,Undisclosed Investors,Seed Funding,"1,000,000",
2896,11/03/2015,Fitraq.com,nan,nan,nan,Tarun Arora,Seed Funding,"150,000",
2897,11/03/2015,ChargeBee,nan,nan,nan,"Tiger Global, Accel Partners",Private Equity,"5,000,000",Series B
2898,11/03/2015,Groupon India,nan,nan,nan,Sequoia Capital,Private Equity,"20,000,000",
2899,12/03/2015,Process 9,nan,nan,nan,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,N/A,
2900,12/03/2015,MoonFrog Labs,nan,nan,nan,"Tiger Global, Sequoia Capital.",Private Equity,"15,000,000",Series A
2901,13/03/2015,Foodpanda,nan,nan,nan,Rocket Internet AG & others,Private Equity,"110,000,000",Series C
2902,13/03/2015,Paytm,nan,nan,nan,Ratan Tata,Private Equity,N/A,More details
2903,13/03/2015,DiabetOmics,nan,nan,nan,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,"5,000,000",Series C
2904,13/03/2015,Qyk,nan,nan,nan,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,N/A,
2905,14/03/2015,Daily Rounds,nan,nan,nan,"Kae Capital, GSF, Teruhide Sato",Seed Funding,"500,000",
2906,14/03/2015,Orobind,nan,nan,nan,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,"200,000",
2907,14/03/2015,Routofy,nan,nan,nan,"Kunal Bahl, Rohit Bansal",Seed Funding,N/A,
2908,16/03/2015,Digital Gorkha,nan,nan,nan,Ramesh kavediya,Seed Funding,"166,000",
2909,16/03/2015,NestAway,nan,nan,nan,"IDG Ventures, Naveen Tewari",Seed Funding,"1,300,000",
2910,16/03/2015,The Better India,nan,nan,nan,I-cube-N,Seed Funding,"166,000",
2911,16/03/2015,Meru Cabs,nan,nan,nan,Value Fund Advisors,Private Equity,"50,000,000",
2912,17/03/2015,GolfLAN,nan,nan,nan,YourNest Angel Fund,Seed Funding,N/A,
2913,18/03/2015,Drivestream,nan,nan,nan,Wipro,Private Equity,"5,000,000",
2914,18/03/2015,wWhere,nan,nan,nan,Group of Angel Investors,Seed Funding,"200,000",
2915,18/03/2015,GoJavas,nan,nan,nan,Snapdeal,Private Equity,N/A,"Minority stake, Strategic"
2916,19/03/2015,Tripoto,nan,nan,nan,"IDG Ventures, Outbox Ventures",Private Equity,"2,000,000",Pre-Series A
2917,19/03/2015,Graphic India,nan,nan,nan,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,"2,800,000",
2918,20/03/2015,Harness Handitouch,nan,nan,nan,Armat Group,Private Equity,N/A,Series A
2919,20/03/2015,Lets Corp,nan,nan,nan,Wu Chay Chin,Seed Funding,"3,000,000",
2920,20/03/2015,CollateBox,nan,nan,nan,LetsVenture,Seed Funding,"180,000",
2921,20/03/2015,Mahindra First Choice,nan,nan,nan,Valiant Capital,Private Equity,"15,000,000",Series B
2922,21/03/2015,Round One,nan,nan,nan,"HT Media, Arun Duggal",Seed Funding,N/A,
2923,23/03/2015,RazorPay,nan,nan,nan,Y Combinator,Seed Funding,"120,000",
2924,23/03/2015,Mosambee,nan,nan,nan,RVCF and SIDBI,Private Equity,N/A,Series B
2925,24/03/2015,Furlenco,nan,nan,nan,LightBox Ventures,Private Equity,"6,000,000",Series A
2926,24/03/2015,Cubito,nan,nan,nan,Sol Primero,Seed Funding,"160,000",
2927,25/03/2015,Teabox,nan,nan,nan,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,"6,000,000",Series A
